Time [s],Channel 0,Channel 1,Channel 2,Channel 3
21.765676667,0,1,0,0
21.765692208,0,0,0,0
21.765697750,0,0,1,0
21.793804083,1,0,1,0
21.794484958,1,0,1,1
21.794497542,1,1,1,1
21.794500500,1,1,0,1
21.815003708,0,1,0,1
21.815589917,0,1,0,0
21.815598542,0,0,0,0
21.815606792,0,0,1,0
21.843804208,1,0,1,0
21.844398417,1,0,1,1
21.844403917,1,1,1,1
21.844409458,1,1,0,1
21.865003833,0,1,0,1
21.865603375,0,1,0,0
21.865604750,0,0,0,0
21.865615583,0,0,1,0
21.893804375,1,0,1,0
21.894509958,1,1,1,0
21.894511833,1,1,1,1
21.894518167,1,1,0,1
21.915004000,0,1,0,1
21.915610958,0,0,0,1
21.915616833,0,0,0,0
21.915624417,0,0,1,0
21.943804500,1,0,1,0
21.944416375,1,1,1,0
21.944425125,1,1,1,1
21.944427125,1,1,0,1
21.965004125,0,1,0,1
21.965717042,0,0,0,1
21.965730417,0,0,0,0
21.965733125,0,0,1,0
21.993804667,1,0,1,0
21.994422542,1,1,1,0
21.994435958,1,1,0,0
21.994438583,1,1,0,1
22.015004292,0,1,0,1
22.015642083,0,1,1,1
22.015643708,0,1,1,0
22.015723250,0,0,1,0
22.043804833,1,0,1,0
22.044428708,1,1,1,0
22.044444792,1,1,0,0
22.044452000,1,1,0,1
22.065004417,0,1,0,1
22.065650917,0,1,1,1
22.065657125,0,1,1,0
22.065729500,0,0,1,0
22.093804917,1,0,1,0
22.094435000,1,1,1,0
22.094453625,1,1,0,0
22.094465417,1,1,0,1
22.115004542,0,1,0,1
22.115559583,0,1,1,1
22.115570708,0,1,1,0
22.115635833,0,0,1,0
22.143805083,1,0,1,0
22.144441208,1,1,1,0
22.144462458,1,1,0,0
22.144478917,1,1,0,1
22.165004708,0,1,0,1
22.165668583,0,1,1,1
22.165684000,0,1,1,0
22.165741917,0,0,1,0
22.193805208,1,0,1,0
22.194392417,1,0,1,1
22.194449500,1,1,1,1
22.194475958,1,1,0,1
22.215004833,0,1,0,1
22.215577250,0,1,1,1
22.215597583,0,1,1,0
22.215648292,0,0,1,0
22.243805375,1,0,1,0
22.244405917,1,0,1,1
22.244453625,1,1,1,1
22.244480125,1,1,0,1
22.265005000,0,1,0,1
22.265586083,0,1,1,1
22.265611000,0,1,1,0
22.265654500,0,0,1,0
22.293805500,1,0,1,0
22.294459833,1,1,1,0
22.294488958,1,1,0,0
22.294519208,1,1,0,1
22.315005125,0,1,0,1
22.315624500,0,1,0,0
22.315660708,0,0,0,0
22.315699750,0,0,1,0
22.343805667,1,0,1,0
22.344397625,1,0,0,0
22.344432750,1,0,0,1
22.344466083,1,1,0,1
22.365005250,0,1,0,1
22.365566875,0,0,0,1
22.365603708,0,0,1,1
22.365637917,0,0,1,0
22.393805750,1,0,1,0
22.394446208,1,0,1,1
22.394472292,1,1,1,1
22.394506625,1,1,0,1
22.415005375,0,1,0,1
22.415617208,0,1,1,1
22.415651333,0,1,1,0
22.415673125,0,0,1,0
22.443805917,1,0,1,0
22.444459792,1,0,1,1
22.444478458,1,1,1,1
22.444515458,1,1,0,1
22.465005542,0,1,0,1
22.465664792,0,1,0,0
22.465679333,0,0,0,0
22.465721625,0,0,1,0
22.493806083,1,0,1,0
22.494373125,1,0,1,1
22.494387417,1,1,1,1
22.494424125,1,1,0,1
22.515005708,0,1,0,1
22.515578083,0,1,0,0
22.515585500,0,0,0,0
22.515630250,0,0,1,0
22.543806208,1,0,1,0
22.544386292,1,0,1,1
22.544390750,1,1,1,1
22.544432958,1,1,0,1
22.565005792,0,1,0,1
22.565644292,0,1,1,1
22.565691667,0,1,1,0
22.565691792,0,0,1,0
22.593806333,1,0,1,0
22.594397000,1,1,1,0
22.594404417,1,1,1,1
22.594446417,1,1,0,1
22.615005958,0,1,0,1
22.615597833,0,0,0,1
22.615604917,0,0,0,0
22.615647917,0,0,1,0
22.643806458,1,0,1,0
22.644455250,1,0,0,0
22.644503333,1,1,0,0
22.644513458,1,1,0,1
22.665006083,0,1,0,1
22.665604042,0,0,0,1
22.665622917,0,0,0,0
22.665661375,0,0,1,0
22.693806625,1,0,1,0
22.694359625,1,0,0,0
22.694409417,1,1,0,0
22.694426667,1,1,0,1
22.715006208,0,1,0,1
22.715670208,0,1,1,1
22.715710417,0,0,1,1
22.715732000,0,0,1,0
22.743806750,1,0,1,0
22.744445083,1,0,1,1
22.744472917,1,0,0,1
22.744515792,1,1,0,1
22.765006375,0,1,0,1
22.765580125,0,1,1,1
22.765616458,0,0,1,1
22.765649792,0,0,1,0
22.793806875,1,0,1,0
22.794377250,1,0,0,0
22.794421875,1,1,0,0
22.794453583,1,1,0,1
22.815006500,0,1,0,1
22.815558833,0,1,0,0
22.815588042,0,1,1,0
22.815622667,0,0,1,0
22.843807042,1,0,1,0
22.844471625,1,0,1,1
22.844490583,1,0,0,1
22.844528208,1,1,0,1
22.865006667,0,1,0,1
22.865672125,0,1,0,0
22.865696708,0,1,1,0
22.865729083,0,0,1,0
22.893807250,1,0,1,0
22.894399583,1,0,0,0
22.894434292,1,1,0,0
22.894485083,1,1,0,1
22.915006792,0,1,0,1
22.915605625,0,1,1,1
22.915635125,0,0,1,1
22.915690125,0,0,1,0
22.943807292,1,0,1,0
22.944498500,1,0,1,1
22.944508250,1,0,0,1
22.944540667,1,1,0,1
22.965006917,0,1,0,1
22.965603667,0,1,0,0
22.965614500,0,1,1,0
22.965641333,0,0,1,0
22.993807458,1,0,1,0
22.994412042,1,0,1,1
22.994417208,1,0,0,1
22.994446708,1,1,0,1
23.015007083,0,1,0,1
23.015617125,0,1,0,0
23.015623375,0,1,1,0
23.015647542,0,0,1,0
23.043807583,1,0,1,0
23.044425500,1,0,1,1
23.044426042,1,0,0,1
23.044452917,1,1,0,1
23.065007250,0,1,0,1
23.065653750,0,0,0,1
23.065730458,0,0,0,0
23.065732208,0,0,1,0
23.093807708,1,0,1,0
23.094534750,1,0,0,0
23.094538875,1,0,0,1
23.094559292,1,1,0,1
23.115007375,0,1,0,1
23.115640958,0,1,1,1
23.115644000,0,1,1,0
23.115659958,0,0,1,0
23.143807917,1,0,1,0
23.144443708,1,0,0,0
23.144452417,1,0,0,1
23.144465333,1,1,0,1
23.165007500,0,1,0,1
23.165557375,0,1,0,0
23.165649833,0,1,0,0
